Venue,Mgr,Sport,LOC,KOP Description,FK,FK2,W,H,D,A sqm,Product Description,Product Finishing/Construction,Unit,Qty,Cost By,Type,KOP Code Tx,Quantity Transferred,Artwork Requested,Artworked,Comments
CGV - Commonwealth Games Village,Ben Treby,,CGV 128,Pull-Up Banner Sponsor Wing,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,Workforce Check-in
CGV - Commonwealth Games Village,Ben Treby,,CGV 129,Pull-Up Banner Emblem Sun,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,Workforce Check-in
CGV - Commonwealth Games Village,Ben Treby,,CGV 130,Pull-Up Banner Sponsor Sun,14-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,2,LOK,,,0,,,CGA Services x 1
CGV - Commonwealth Games Village,Ben Treby,,CGV 138,Tent Base - Dining Areas,13-Sep,,1800,1200,,,"Corflute, single sided",Trimmed to size,Item,5,LOK,,,0,,,Casual Dining - Hot Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 139,Tent Base - Dining Areas,13-Sep,,1800,1200,,,"Corflute, single sided",Trimmed to size,Item,4,LOK,,,0,,,Casual Dining - Cold Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 140,Tent Base - Coffee Carts,13-Sep,,900,900,,,"Corflute, single sided",Trimmed to size,Item,7,LOK,,,0,,,Updated: 7 Coffee Cart Footers
CGV - Commonwealth Games Village,Ben Treby,,CGV 142,Decal Emblem Frosted Medium,13-Sep,,200,275,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,8,LOK,,,0,,,"Decal Frosted, Village Emblem.  Placed on Entrance Doors. Sport Information Centre."
CGV - Commonwealth Games Village,Ben Treby,,CGV 143,Wall Treatment - CGA Services Window Treatment,25-Sep,,16000,2400,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Design: Reef or Sunset
CGV - Commonwealth Games Village,Ben Treby,,CGV 149,Table Skirt Graphic Pandanus,8-Sep,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,3,LOK,,,0,,,Reception Desk - Polyclinic
CGV - Commonwealth Games Village,Ben Treby,,CGV 152,Table Skirt Graphic Aqua,8-Nov,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,9,LOK,,,0,,,"Boxing Weigh-In, Media Lounge, GF Lounge"
CGV - Commonwealth Games Village,Ben Treby,,CGV 153,Pull-Up Banner Emblem Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,5,LOK,,,0,,,"Media Lounge x 1, GF Lounge x 1, Fleet Depot x 2, Chefs Hall x 1"
CGV - Commonwealth Games Village,Ben Treby,,CGV 154,Pull-Up Banner Sponsor Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,5,LOK,,,0,,,"Media Lounge x 1, GF Lounge x 1, Fleet Depot x 2, Chefs Hall x 1"
CGV - Commonwealth Games Village,Ben Treby,,CGV 155,Wall Treatment - Passes Collection,1-Oct,,12500,1080,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,Design TBC - Guest Pass Collection Desk - Custom
CGV - Commonwealth Games Village,Ben Treby,,CGV 156,Wall Treatment - Main Entry External Wall,1-Oct,,15000,3400,,,"Fabric, polyester, single sided",,SQM,2,LOK,,,0,,,Main Entry - Custom Front Wall and Custom Wall into International Zone - Fabric Frame?
CGV - Commonwealth Games Village,Ben Treby,,CGV 157,Wall Treatment - Main Entry Internal Wall,1-Oct,,15000,3400,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,Media Conf Room and Media Lounge - 3 x feature walls - fabric frame?
CGV - Commonwealth Games Village,Ben Treby,,CGV 158,Decal Emblem Frosted Medium,13-Sep,,200,275,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Entrance Doors Media Centre & Protocol
CGV - Commonwealth Games Village,Ben Treby,,CGV 159,Media Backdrop Script Wave,13-Sep,,5500,2200,,,Freestanding backdrop,Stretched fabric (sewn with rubber welt) over alloy frame (free standing),Item,1,LOK,,,0,,,Media Centre
CGV - Commonwealth Games Village,Ben Treby,,CGV 160,Media Table Treatment Emblem Ink,16-Sep,,5400,750,750,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,Media Centre
CGV - Commonwealth Games Village,Ben Treby,,CGV 161,Microphone Cover Emblem Full Colour,13-Sep,,50,50,,,Microphone cube,Moulded/Routed polyprop cube,Item,6,LOK,,,0,,,Media Centre
CGV - Commonwealth Games Village,Ben Treby,,CGV 162,Fence Scrim Script Pink,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,29,LOK,,,0,,,"FSR1 1405m, 29 x pieces external, 11 x pieces internal"
CGV - Commonwealth Games Village,Ben Treby,,CGV 163,Fence Scrim Script Orange,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,29,LOK,,,0,,,"FSR1 1405m, 29 x pieces external, 11 x pieces internal"
CGV - Commonwealth Games Village,Ben Treby,,CGV 164,Tent Header PSA Aqua Small,13-Sep,,5000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,3,LOK,,,0,,,"Welcome Centre Entry x 1 (25m tent), Southern Entry x 1, Northern Entry x 1"
CGV - Commonwealth Games Village,Ben Treby,,CGV 165,Fence Scrim Script Blue,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,11,LOK,,,0,,,"FSR2 540m, 29 x pieces external, 11 x pieces internal"
CGV - Commonwealth Games Village,Ben Treby,,CGV 166,Fence Scrim Script Pink,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,11,LOK,,,0,,,"FSR2 540m, 29 x pieces external, 11 x pieces internal"
CGV - Commonwealth Games Village,Ben Treby,,CGV 167,Fence Scrim Script Orange,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,11,LOK,,,0,,,"FSR2 540m, 29 x pieces external, 11 x pieces internal"
CGV - Commonwealth Games Village,Ben Treby,,CGV 168,Decal Emblem Full Colour Extra Large,25-Sep,,732,1000,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,6,LOK,,,0,,,CGA Services
CGV - Commonwealth Games Village,Ben Treby,,CGV 169,Decal Silhouette Wave,13-Sep,,710,1680,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,6,LOK,,,0,,,"Gym - Once LOK confirms this will go ahead, individual line items will be entered with sport silhouettes and dimensions for each sport"
CGV - Commonwealth Games Village,Ben Treby,,CGV 170,Decal Silhouette Pandanus,13-Sep,,710,1680,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,7,LOK,,,0,,,"Gym - Once LOK confirms this will go ahead, individual line items will be entered with sport silhouettes and dimensions for each sport"
CGV - Commonwealth Games Village,Ben Treby,,CGV 171,Decal Silhouette Sun,13-Sep,,710,1680,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,6,LOK,,,0,,,"Gym - Once LOK confirms this will go ahead, individual line items will be entered with sport silhouettes and dimensions for each sport"
CGV - Commonwealth Games Village,Ben Treby,,CGV 172,Decal Silhouette Wing,13-Sep,,710,1680,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,5,LOK,,,0,,,"Gym - Once LOK confirms this will go ahead, individual line items will be entered with sport silhouettes and dimensions for each sport"
CGV - Commonwealth Games Village,Ben Treby,,CGV 173,Poster Reef,15-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,28,LOK,,,0,,,"Locations:
Resident Centres x5, 
Common Domain: Reef x23"
CGV - Commonwealth Games Village,Ben Treby,,CGV 174,Poster Beach,12-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,28,LOK,,,0,,,"Locations:
Resident Centres x5, 
Common Domain: Beach x23"
CGV - Commonwealth Games Village,Ben Treby,,CGV 175,Decal Emblem Full Colour Extra Large,25-Sep,,732,1000,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,Gym
CGV - Commonwealth Games Village,Ben Treby,,CGV 176,Decal Tagline Ink Extra Large,13-Sep,,2838,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,"Gym x 1, Polyclinic x 1"
CGV - Commonwealth Games Village,Ben Treby,,CGV 177,Decal Event Name Ink Extra Large,25-Sep,,4513,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,"Gym x 1, Polyclinic x 1"
CGV - Commonwealth Games Village,Ben Treby,,CGV 178,Wall Treatment - Sports Information Centre Exterior,25-Sep,,68800,1000,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Sports Information Centre. Entire length of wall facing Main Street
CGV - Commonwealth Games Village,Ben Treby,,CGV 180,Wall Treatment - Merchandise Store,25-Sep,,23400,1000,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,
CGV - Commonwealth Games Village,Ben Treby,,CGV 182,Decal Emblem Full Colour Extra Large,25-Sep,,732,1000,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,Weigh-in Room
CGV - Commonwealth Games Village,Ben Treby,,CGV 183,Decal Emblem Full Colour Extra Large,25-Sep,,732,1000,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,Workforce Break Area
CGV - Commonwealth Games Village,Ben Treby,,CGV 184,Decal Tagline Ink Extra Large,13-Sep,,2838,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,Workforce Break Area
CGV - Commonwealth Games Village,Ben Treby,,CGV 185,Decal Event Name Ink Extra Large,25-Sep,,4513,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,"Workforce Break Area x 2, CGA Services x 1, Polyclinic x 1"
CGV - Commonwealth Games Village,Ben Treby,,CGV 186,Decal Emblem Full Colour Extra Large,25-Sep,,732,1000,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,9,LOK,,,0,,,"Polyclinic x 7, CGA Services x 2"
CGV - Commonwealth Games Village,Ben Treby,,CGV 188,Wall Treatment - Main Entry,25-Sep,,"8,000","2,400",,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Main Entry - Internal Wall - Exhibition wall near Exit
CGV - Commonwealth Games Village,Ben Treby,,CGV 190,Decal Silhouette Wave,13-Sep,,1181,1186,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,Silhouette: Boxing
CGV - Commonwealth Games Village,Ben Treby,,CGV 191,Decal Emblem Full Colour Extra Large,25-Sep,,732,1000,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,"Boxing Weigh-In, Press Work Room, Protocol Lounge & Media Conference Room"
CGV - Commonwealth Games Village,Ben Treby,,CGV 192,Decal Event Name Ink Extra Large,25-Sep,,4513,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,"Boxing Weigh-In, Press Work Room, Protocol Lounge & Media Conference Room"
CGV - Commonwealth Games Village,Ben Treby,,CGV 193,Decal Tagline Ink Extra Large,13-Sep,,2838,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,"Boxing Weigh-In, Press Work Room, Protocol Lounge & Media Conference Room"
CGV - Commonwealth Games Village,Ben Treby,,CGV 195,Decal Emblem Full Colour Large,13-Sep,,400,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,Multi Faith Area
CGV - Commonwealth Games Village,Ben Treby,,CGV 196,Decal Event Name Ink Large,13-Sep,,2482,128,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,Multi Faith Area
CGV - Commonwealth Games Village,Ben Treby,,CGV 197,Decal Tagline Ink Large,13-Sep,,1560,128,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,"Multi Faith Area x 1, Polyclinic x 1"
CGV - Commonwealth Games Village,Ben Treby,,CGV 198,Decal Emblem Full Colour Extra Large,25-Sep,,732,1000,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Café & Bar
CGV - Commonwealth Games Village,Ben Treby,,CGV 199,Decal Event Name Ink Extra Large,25-Sep,,4513,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Café & Bar
CGV - Commonwealth Games Village,Ben Treby,,CGV 200,Decal Tagline Ink Extra Large,13-Sep,,2838,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Café & Bar
CGV - Commonwealth Games Village,Ben Treby,,CGV 201,Wall Treatment - External Wall Boxing Weigh-In,25-Sep,,40000,1000,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Boxing Weigh In side & Retail Breezeway A
CGV - Commonwealth Games Village,Ben Treby,,CGV 202,Wall Treatment - External Wall Commercial Area,25-Sep,,114000,1000,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"Retail Main - front side, Breezeways B and C and D, CGA (ground level only)"
CGV - Commonwealth Games Village,Ben Treby,,CGV 203,Wall Treatment - External Wall Café & Bar,25-Sep,,26000,1000,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,
CGV - Commonwealth Games Village,Ben Treby,,CGV 204,Wall Treatment - External Wall Multi Faith,25-Sep,,24800,1000,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,
CGV - Commonwealth Games Village,Ben Treby,,CGV 205,Wall Treatment - Welcome Centre,25-Sep,,13000,2400,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"Welcome Centre - Internal Wall - Waiting Area. Exhibition Wall, 2.4m height"
CGV - Commonwealth Games Village,Ben Treby,,CGV 206,Wall Treatment - Welcome Centre,25-Sep,,10000,3800,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,SQM,1,LOK,,,0,,,"Internal Wall - opposite entry, adjacent to exit . 3.8m leg height of marquee"
CGV - Commonwealth Games Village,Ben Treby,,CGV 207,Wall Treatment - Welcome Centre,25-Sep,,20000,3800,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,SQM,1,LOK,,,0,,,Internal Wall - Left hand side after entry. 3.8m Leg height of marquee
CGV - Commonwealth Games Village,Ben Treby,,CGV 210,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,4,Catering,,,,,,Hot Servery - Halal - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 211,Header - Catering ,28-Sep,desc req,1500,1200,,,"Corflute, single sided",,Item,4,Catering,,,,,,Hot Servery - Halal - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 212,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,7,Catering,,,,,,Hot Servery - Pizza and Pasta - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 213,Header - Catering ,28-Sep,desc req,1500,900,,,"Corflute, single sided",,Item,7,Catering,,,,,,Hot Servery - Pizza and Pasta - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 214,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,8,Catering,,,,,,Hot Servery - Spice Islands - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 215,Header - Catering ,28-Sep,desc req,1500,900,,,"Corflute, single sided",,Item,8,Catering,,,,,,Hot Servery - Spice Islands - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 216,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,7,Catering,,,,,,Hot Servery - Australia/ Queensland - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 217,Header - Catering ,28-Sep,desc req,1500,900,,,"Corflute, single sided",,Item,7,Catering,,,,,,Hot Servery - Australia/ Queensland - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 218,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 1 and 8 - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 219,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 2 and 9 - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 220,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 3 and 10 - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 221,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 4 and 11 - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 222,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 5 and 12 - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 223,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 6 and 13 - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 224,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 7 and 14 - Header
CGV - Commonwealth Games Village,Ben Treby,,CGV 225,Header - Catering ,28-Sep,desc req,1900,1200,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 1 and 8 - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 226,Header - Catering ,28-Sep,desc req,1900,1200,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 2 and 9 - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 227,Header - Catering ,28-Sep,desc req,1900,1200,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 3 and 10 - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 228,Header - Catering ,28-Sep,desc req,1900,1200,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 4 and 11 - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 229,Header - Catering ,28-Sep,desc req,1900,1200,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 5 and 12 - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 230,Header - Catering ,28-Sep,desc req,1900,1200,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 6 and 13 - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 231,Header - Catering ,28-Sep,desc req,1900,1200,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Servery 7 and 14 - Footer
CGV - Commonwealth Games Village,Ben Treby,,CGV 232,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Toasting Station 1 and 2
CGV - Commonwealth Games Village,Ben Treby,,CGV 233,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Hot Beverages 1 and 2
CGV - Commonwealth Games Village,Ben Treby,,CGV 234,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Juices 1 and 2
CGV - Commonwealth Games Village,Ben Treby,,CGV 235,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,2,Catering,,,,,,Cold Beverages 1 and 2
CGV - Commonwealth Games Village,Ben Treby,,CGV 236,Header - Catering ,28-Sep,desc req,600,400,,,"Corflute, single sided",,Item,2,Catering,,,,,,Gluten Free Station
CGV - Commonwealth Games Village,Ben Treby,,CGV 237,Venue Entrance Header - Catering 2,2-Oct,,2400,1200,,,"Corflute, single sided",,Item,1,Catering,,,,,,Casual Dining Sign
CGV - Commonwealth Games Village,Ben Treby,,CGV 238,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,1,Catering,,,,,,Container 1.1 - Hot
CGV - Commonwealth Games Village,Ben Treby,,CGV 239,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,1,Catering,,,,,,Container 1.2 - Hot
CGV - Commonwealth Games Village,Ben Treby,,CGV 240,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,1,Catering,,,,,,Container 1.3 - Hot
CGV - Commonwealth Games Village,Ben Treby,,CGV 241,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,1,Catering,,,,,,Container 2.1 - Hot
CGV - Commonwealth Games Village,Ben Treby,,CGV 242,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,1,Catering,,,,,,Container 2.2 - Hot
CGV - Commonwealth Games Village,Ben Treby,,CGV 243,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,1,Catering,,,,,,Container 2.3 - Cold
CGV - Commonwealth Games Village,Ben Treby,,CGV 244,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,1,Catering,,,,,,Container 3.1 - Cold
CGV - Commonwealth Games Village,Ben Treby,,CGV 245,Header - Catering ,28-Sep,desc req,1200,900,,,"Corflute, single sided",,Item,1,Catering,,,,,,Container 3.2 - Cold
